Level	Date and Time	Source	Event ID	Task Category
Information	3/7/2019 1:39:14 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.289.561.0
 	Signature Type: AntiVirus
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\e0d6f1568c8b9b1b15d2e3229d07dd52eb38cbfe
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/2/5 3:07:42
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	3/7/2019 1:39:14 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.289.561.0
 	Signature Type: AntiSpyware
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\cce13a1c7348f9ef0270043db4fb0e4bfb0b4af1
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/6 12:04:02
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 288000000"
Information	3/7/2019 1:39:14 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.289.561.0
 	Signature Type: AntiVirus
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\cce13a1c7348f9ef0270043db4fb0e4bfb0b4af1
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/6 12:04:02
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 288000000"
Information	3/7/2019 1:39:14 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.289.561.0
 	Signature Type: AntiSpyware
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\72a7775a52b92e23467ba1163da70e4cbd8cb344
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/6 12:03:31
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 288000000"
Information	3/7/2019 1:39:14 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.289.561.0
 	Signature Type: AntiVirus
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\72a7775a52b92e23467ba1163da70e4cbd8cb344
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/6 12:03:31
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 288000000"
Information	3/6/2019 9:44:12 PM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Network Realtime Inspection engine version: 1.1.15700.9
 	Antivirus signature version: 1.289.561.0
 	Antispyware signature version: 1.289.561.0
 	Network Realtime Inspection signature version: 1.289.561.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 0
 	Antispyware signature age: 0
 	Last quick scan age: 3
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/3/6 7:56:27
 	Antispyware signature creation time: 2019/3/6 7:56:27
 	Last quick scan start time: 2019/3/3 4:25:44
 	Last quick scan end time: 2019/3/3 4:40:45
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	3/6/2019 9:44:12 PM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Signature version: 1.289.561.0
"
Information	3/6/2019 8:44:12 PM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Network Realtime Inspection engine version: 1.1.15700.9
 	Antivirus signature version: 1.289.561.0
 	Antispyware signature version: 1.289.561.0
 	Network Realtime Inspection signature version: 1.289.561.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 0
 	Antispyware signature age: 0
 	Last quick scan age: 3
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/3/6 7:56:27
 	Antispyware signature creation time: 2019/3/6 7:56:27
 	Last quick scan start time: 2019/3/3 4:25:44
 	Last quick scan end time: 2019/3/3 4:40:45
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	3/6/2019 8:44:12 PM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Signature version: 1.289.561.0
"
Information	3/6/2019 8:19:26 PM	Microsoft-Windows-Windows Defender	2010	None	"Windows Defender Antivirus used Dynamic Signature Service to retrieve additional signatures to help protect your machine.
 	Current Signature Version: 1.289.561.0
 	Signature Type: AntiSpyware
 	User: \
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\524e86035c97c86a14fc30c393ecfc5481afaf6d
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/6 12:19:28
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	3/6/2019 8:19:26 PM	Microsoft-Windows-Windows Defender	2010	None	"Windows Defender Antivirus used Dynamic Signature Service to retrieve additional signatures to help protect your machine.
 	Current Signature Version: 1.289.561.0
 	Signature Type: AntiVirus
 	User: \
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\524e86035c97c86a14fc30c393ecfc5481afaf6d
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/6 12:19:28
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	3/6/2019 8:15:39 PM	Microsoft-Windows-Windows Defender	2010	None	"Windows Defender Antivirus used Dynamic Signature Service to retrieve additional signatures to help protect your machine.
 	Current Signature Version: 1.289.561.0
 	Signature Type: AntiSpyware
 	User: \
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\918fea404a198fa26b1888dc5147ccdc82da83f4
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/6 12:15:41
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	3/6/2019 8:15:39 PM	Microsoft-Windows-Windows Defender	2010	None	"Windows Defender Antivirus used Dynamic Signature Service to retrieve additional signatures to help protect your machine.
 	Current Signature Version: 1.289.561.0
 	Signature Type: AntiVirus
 	User: \
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\918fea404a198fa26b1888dc5147ccdc82da83f4
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/6 12:15:41
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	3/6/2019 8:15:38 PM	Microsoft-Windows-Windows Defender	2010	None	"Windows Defender Antivirus used Dynamic Signature Service to retrieve additional signatures to help protect your machine.
 	Current Signature Version: 1.289.561.0
 	Signature Type: AntiSpyware
 	User: \
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\6a91586155f548ff73dd92244561f1c9ec701f31
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/6 12:15:40
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	3/6/2019 8:15:38 PM	Microsoft-Windows-Windows Defender	2010	None	"Windows Defender Antivirus used Dynamic Signature Service to retrieve additional signatures to help protect your machine.
 	Current Signature Version: 1.289.561.0
 	Signature Type: AntiVirus
 	User: \
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\6a91586155f548ff73dd92244561f1c9ec701f31
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/6 12:15:40
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	3/6/2019 8:15:09 PM	Microsoft-Windows-Windows Defender	2010	None	"Windows Defender Antivirus used Dynamic Signature Service to retrieve additional signatures to help protect your machine.
 	Current Signature Version: 1.289.561.0
 	Signature Type: AntiSpyware
 	User: \
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\93dad0fff89dc358a616e1d0455cb3e33eaa405b
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/6 12:15:11
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	3/6/2019 8:15:09 PM	Microsoft-Windows-Windows Defender	2010	None	"Windows Defender Antivirus used Dynamic Signature Service to retrieve additional signatures to help protect your machine.
 	Current Signature Version: 1.289.561.0
 	Signature Type: AntiVirus
 	User: \
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\93dad0fff89dc358a616e1d0455cb3e33eaa405b
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/6 12:15:11
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	3/6/2019 8:03:59 PM	Microsoft-Windows-Windows Defender	2010	None	"Windows Defender Antivirus used Dynamic Signature Service to retrieve additional signatures to help protect your machine.
 	Current Signature Version: 1.289.561.0
 	Signature Type: AntiSpyware
 	User: \
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\cce13a1c7348f9ef0270043db4fb0e4bfb0b4af1
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/6 12:04:02
 	Persistence Limit Type: Duration
 	Persistence Limit: 288000000"
Information	3/6/2019 8:03:59 PM	Microsoft-Windows-Windows Defender	2010	None	"Windows Defender Antivirus used Dynamic Signature Service to retrieve additional signatures to help protect your machine.
 	Current Signature Version: 1.289.561.0
 	Signature Type: AntiVirus
 	User: \
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\cce13a1c7348f9ef0270043db4fb0e4bfb0b4af1
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/6 12:04:02
 	Persistence Limit Type: Duration
 	Persistence Limit: 288000000"
Information	3/6/2019 8:03:28 PM	Microsoft-Windows-Windows Defender	2010	None	"Windows Defender Antivirus used Dynamic Signature Service to retrieve additional signatures to help protect your machine.
 	Current Signature Version: 1.289.561.0
 	Signature Type: AntiSpyware
 	User: \
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\72a7775a52b92e23467ba1163da70e4cbd8cb344
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/6 12:03:31
 	Persistence Limit Type: Duration
 	Persistence Limit: 288000000"
Information	3/6/2019 8:03:28 PM	Microsoft-Windows-Windows Defender	2010	None	"Windows Defender Antivirus used Dynamic Signature Service to retrieve additional signatures to help protect your machine.
 	Current Signature Version: 1.289.561.0
 	Signature Type: AntiVirus
 	User: \
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\72a7775a52b92e23467ba1163da70e4cbd8cb344
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/6 12:03:31
 	Persistence Limit Type: Duration
 	Persistence Limit: 288000000"
Information	3/6/2019 7:52:12 PM	Microsoft-Windows-Windows Defender	2010	None	"Windows Defender Antivirus used Dynamic Signature Service to retrieve additional signatures to help protect your machine.
 	Current Signature Version: 1.289.561.0
 	Signature Type: AntiSpyware
 	User: \
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\6b91b7c17db4c0f0394c42e5200afa2840f4630d
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/6 11:52:14
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	3/6/2019 7:52:12 PM	Microsoft-Windows-Windows Defender	2010	None	"Windows Defender Antivirus used Dynamic Signature Service to retrieve additional signatures to help protect your machine.
 	Current Signature Version: 1.289.561.0
 	Signature Type: AntiVirus
 	User: \
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\6b91b7c17db4c0f0394c42e5200afa2840f4630d
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/6 11:52:14
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	3/6/2019 7:52:08 PM	Microsoft-Windows-Windows Defender	2010	None	"Windows Defender Antivirus used Dynamic Signature Service to retrieve additional signatures to help protect your machine.
 	Current Signature Version: 1.289.561.0
 	Signature Type: AntiSpyware
 	User: \
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\01c0714b6e95612035767fedf5dc9eb987cae499
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/6 11:52:10
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	3/6/2019 7:52:08 PM	Microsoft-Windows-Windows Defender	2010	None	"Windows Defender Antivirus used Dynamic Signature Service to retrieve additional signatures to help protect your machine.
 	Current Signature Version: 1.289.561.0
 	Signature Type: AntiVirus
 	User: \
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\01c0714b6e95612035767fedf5dc9eb987cae499
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/6 11:52:10
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	3/6/2019 7:44:12 PM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Network Realtime Inspection engine version: 1.1.15700.9
 	Antivirus signature version: 1.289.561.0
 	Antispyware signature version: 1.289.561.0
 	Network Realtime Inspection signature version: 1.289.561.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 0
 	Antispyware signature age: 0
 	Last quick scan age: 3
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/3/6 7:56:27
 	Antispyware signature creation time: 2019/3/6 7:56:27
 	Last quick scan start time: 2019/3/3 4:25:44
 	Last quick scan end time: 2019/3/3 4:40:45
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	3/6/2019 7:44:12 PM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Signature version: 1.289.561.0
"
Warning	3/6/2019 7:04:17 PM	Microsoft-Windows-Windows Defender	1002	None	"Windows Defender Antivirus scan has been stopped before completion.
 	Scan ID: {97D1322A-C38C-462D-B31D-7B34DD7EB799}
 	Scan Type: Antimalware
 	Scan Parameters: Quick Scan
  	User: NT AUTHORITY\SYSTEM"
Information	3/6/2019 7:00:59 PM	Microsoft-Windows-Windows Defender	1000	None	"Windows Defender Antivirus scan has started.
 	Scan ID: {97D1322A-C38C-462D-B31D-7B34DD7EB799}
 	Scan Type: Antimalware
 	Scan Parameters: Quick Scan
 	Scan Resources: 
 	User: NT AUTHORITY\SYSTEM"
Information	3/6/2019 6:44:12 PM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Network Realtime Inspection engine version: 1.1.15700.9
 	Antivirus signature version: 1.289.561.0
 	Antispyware signature version: 1.289.561.0
 	Network Realtime Inspection signature version: 1.289.561.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 0
 	Antispyware signature age: 0
 	Last quick scan age: 3
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/3/6 7:56:27
 	Antispyware signature creation time: 2019/3/6 7:56:27
 	Last quick scan start time: 2019/3/3 4:25:44
 	Last quick scan end time: 2019/3/3 4:40:45
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	3/6/2019 6:44:12 PM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Signature version: 1.289.561.0
"
Information	3/6/2019 6:11:20 PM	Microsoft-Windows-Windows Defender	2000	None	"Windows Defender Antivirus signature version has been updated.
 	Current Signature Version: 1.289.561.0
 	Previous Signature Version: 1.289.489.0
 	Signature Type: AntiSpyware
 	Update Type: Delta
 	User: NT AUTHORITY\SYSTEM
 	Current Engine Version: 1.1.15700.9
 	Previous Engine Version: 1.1.15700.9"
Information	3/6/2019 6:11:20 PM	Microsoft-Windows-Windows Defender	2000	None	"Windows Defender Antivirus signature version has been updated.
 	Current Signature Version: 1.289.561.0
 	Previous Signature Version: 1.289.489.0
 	Signature Type: AntiVirus
 	Update Type: Delta
 	User: NT AUTHORITY\SYSTEM
 	Current Engine Version: 1.1.15700.9
 	Previous Engine Version: 1.1.15700.9"
Information	3/6/2019 6:11:20 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.289.561.0
 	Signature Type: AntiSpyware
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\b74df67d0dac27f01fc7fac81b3acc909711ffd6
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/4 17:57:55
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 864000000"
Information	3/6/2019 6:11:20 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.289.561.0
 	Signature Type: AntiVirus
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\b74df67d0dac27f01fc7fac81b3acc909711ffd6
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/4 17:57:55
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 864000000"
Information	3/6/2019 6:11:20 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.289.561.0
 	Signature Type: AntiSpyware
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\9e3d5b411fd431a745c132e9be96bd1aaa5c9f9c
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/4 17:57:55
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 864000000"
Information	3/6/2019 6:11:20 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.289.561.0
 	Signature Type: AntiVirus
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\9e3d5b411fd431a745c132e9be96bd1aaa5c9f9c
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/4 17:57:55
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 864000000"
Warning	3/6/2019 6:09:35 PM	Microsoft-Windows-Windows Defender	1002	None	"Windows Defender Antivirus scan has been stopped before completion.
 	Scan ID: {A0AD4105-7750-4882-A52C-46CF76C4DFFE}
 	Scan Type: Antimalware
 	Scan Parameters: Quick Scan
  	User: NT AUTHORITY\SYSTEM"
Information	3/6/2019 5:59:56 PM	Microsoft-Windows-Windows Defender	1000	None	"Windows Defender Antivirus scan has started.
 	Scan ID: {A0AD4105-7750-4882-A52C-46CF76C4DFFE}
 	Scan Type: Antimalware
 	Scan Parameters: Quick Scan
 	Scan Resources: 
 	User: NT AUTHORITY\SYSTEM"
Information	3/6/2019 5:44:12 PM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Network Realtime Inspection engine version: 1.1.15700.9
 	Antivirus signature version: 1.289.489.0
 	Antispyware signature version: 1.289.489.0
 	Network Realtime Inspection signature version: 1.289.489.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 1
 	Antispyware signature age: 1
 	Last quick scan age: 3
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/3/5 8:01:53
 	Antispyware signature creation time: 2019/3/5 8:01:53
 	Last quick scan start time: 2019/3/3 4:25:44
 	Last quick scan end time: 2019/3/3 4:40:45
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	3/6/2019 5:44:12 PM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Signature version: 1.289.489.0
"
Information	3/6/2019 4:44:12 PM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Network Realtime Inspection engine version: 1.1.15700.9
 	Antivirus signature version: 1.289.489.0
 	Antispyware signature version: 1.289.489.0
 	Network Realtime Inspection signature version: 1.289.489.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 1
 	Antispyware signature age: 1
 	Last quick scan age: 3
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/3/5 8:01:53
 	Antispyware signature creation time: 2019/3/5 8:01:53
 	Last quick scan start time: 2019/3/3 4:25:44
 	Last quick scan end time: 2019/3/3 4:40:45
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	3/6/2019 4:44:12 PM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Signature version: 1.289.489.0
"
Information	3/6/2019 3:41:04 PM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Network Realtime Inspection engine version: 1.1.15700.9
 	Antivirus signature version: 1.289.489.0
 	Antispyware signature version: 1.289.489.0
 	Network Realtime Inspection signature version: 1.289.489.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 0
 	Antispyware signature age: 0
 	Last quick scan age: 3
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/3/5 8:01:53
 	Antispyware signature creation time: 2019/3/5 8:01:53
 	Last quick scan start time: 2019/3/3 4:25:44
 	Last quick scan end time: 2019/3/3 4:40:45
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	3/6/2019 3:41:04 PM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Signature version: 1.289.489.0
"
Information	3/6/2019 2:28:59 PM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Network Realtime Inspection engine version: 1.1.15700.9
 	Antivirus signature version: 1.289.489.0
 	Antispyware signature version: 1.289.489.0
 	Network Realtime Inspection signature version: 1.289.489.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 0
 	Antispyware signature age: 0
 	Last quick scan age: 3
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/3/5 8:01:53
 	Antispyware signature creation time: 2019/3/5 8:01:53
 	Last quick scan start time: 2019/3/3 4:25:44
 	Last quick scan end time: 2019/3/3 4:40:45
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	3/6/2019 2:28:59 PM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Signature version: 1.289.489.0
"
